1,0,3,266,207,367,0.997877,-1,-1,-1
1,1,356,176,113,167,0.966742,-1,-1,-1
1,2,955,460,226,259,0.925073,-1,-1,-1
1,3,800,235,189,192,0.986519,-1,-1,-1
1,4,416,87,118,245,0.987521,-1,-1,-1
1,5,674,306,144,199,0.623142,-1,-1,-1
1,6,1133,-6,137,270,0.989306,-1,-1,-1
3,0,0,278,175,349,0.987788,-1,-1,-1
3,1,340,175,125,171,0.986781,-1,-1,-1
3,2,952,471,235,246,0.981226,-1,-1,-1
3,3,800,232,179,199,0.983584,-1,-1,-1
3,4,403,88,121,246,0.979027,-1,-1,-1
3,5,675,306,134,203,0.849691,-1,-1,-1
3,6,1121,-3,147,262,0.992606,-1,-1,-1
6,0,0,290,160,334,0.981255,-1,-1,-1
6,1,332,175,121,174,0.986975,-1,-1,-1
6,2,959,452,224,264,0.987397,-1,-1,-1
6,3,795,227,165,208,0.982512,-1,-1,-1
6,4,400,85,112,246,0.968677,-1,-1,-1
6,5,671,305,131,202,0.892527,-1,-1,-1
6,6,1114,-3,153,266,0.991719,-1,-1,-1
9,0,0,282,153,343,0.994714,-1,-1,-1
9,1,325,177,114,176,0.984965,-1,-1,-1
9,2,960,446,221,271,0.988903,-1,-1,-1
9,3,793,225,156,215,0.979033,-1,-1,-1
9,4,389,83,112,249,0.96278,-1,-1,-1
9,5,672,308,131,197,0.87668,-1,-1,-1
9,6,1105,-1,161,261,0.986639,-1,-1,-1
12,0,0,251,150,374,0.996262,-1,-1,-1
12,1,316,179,107,178,0.974258,-1,-1,-1
12,2,960,443,219,273,0.994993,-1,-1,-1
12,3,790,226,170,215,0.975809,-1,-1,-1
12,4,376,79,114,255,0.983847,-1,-1,-1
12,5,672,309,132,196,0.884686,-1,-1,-1
12,6,1093,4,171,258,0.989175,-1,-1,-1
15,0,0,234,149,390,0.997639,-1,-1,-1
15,1,314,181,106,174,0.984561,-1,-1,-1
15,2,959,447,221,268,0.995506,-1,-1,-1
