1, 0, 318.000000, -2.000000, 81.000000, 165.000000, 0.967336, -1, -1, -1
1, 1, 3.000000, 387.000000, 189.000000, 339.000000, 0.970480, -1, -1, -1
1, 2, 1095.000000, 0.000000, 87.000000, 220.000000, 0.899408, -1, -1, -1
2, 0, 317.000000, -2.000000, 83.000000, 162.000000, 0.973045, -1, -1, -1
2, 1, 0.000000, 394.000000, 192.000000, 327.000000, 0.974715, -1, -1, -1
2, 2, 1093.000000, 5.000000, 90.000000, 210.000000, 0.957061, -1, -1, -1
3, 0, 316.000000, -2.000000, 84.000000, 163.000000, 0.970814, -1, -1, -1
3, 1, 0.000000, 395.000000, 191.000000, 326.000000, 0.974201, -1, -1, -1
3, 2, 1092.000000, 5.000000, 91.000000, 210.000000, 0.964177, -1, -1, -1
4, 0, 318.000000, -2.000000, 81.000000, 157.000000, 0.944346, -1, -1, -1
4, 1, 0.000000, 395.000000, 191.000000, 326.000000, 0.974145, -1, -1, -1
4, 2, 1091.000000, 7.000000, 92.000000, 204.000000, 0.963447, -1, -1, -1
5, 0, 320.000000, -2.000000, 81.000000, 151.000000, 0.954406, -1, -1, -1
5, 1, 0.000000, 395.000000, 191.000000, 326.000000, 0.972181, -1, -1, -1
5, 2, 1091.000000, 7.000000, 92.000000, 202.000000, 0.973194, -1, -1, -1
6, 0, 324.000000, -6.000000, 72.000000, 158.000000, 0.963205, -1, -1, -1
6, 1, 0.000000, 395.000000, 191.000000, 326.000000, 0.971958, -1, -1, -1
6, 2, 1091.000000, 7.000000, 93.000000, 202.000000, 0.973228, -1, -1, -1
7, 0, 325.000000, -5.000000, 72.000000, 156.000000, 0.954221, -1, -1, -1
7, 1, 0.000000, 394.000000, 190.000000, 327.000000, 0.974087, -1, -1, -1
7, 2, 1091.000000, 6.000000, 94.000000, 200.000000, 0.974389, -1, -1, -1
8, 0, 327.000000, -4.000000, 68.000000, 156.000000, 0.953990, -1, -1, -1
8, 1, 0.000000, 395.000000, 190.000000, 327.000000, 0.973437, -1, -1, -1
8, 2, 1091.000000, 6.000000, 97.000000, 199.000000, 0.973486, -1, -1, -1
9, 0, 327.000000, -3.000000, 68.000000, 155.000000, 0.953666, -1, -1, -1
9, 1, 0.000000, 394.000000, 190.000000, 328.000000, 0.972809, -1, -1, -1
9, 2, 1090.000000, 6.000000, 99.000000, 199.000000, 0.974721, -1, -1, -1
