frame, id, label, score, x1, y1, x2, y2
22, 0, person, 0.9679632186889648, 332.000000, -5.000000, 399.000000, 144.000000
22, 1, person, 0.9780542850494385, 0.000000, 402.000000, 191.000000, 718.000000
22, 2, person, 0.9845237731933594, 1097.000000, 3.000000, 1224.000000, 207.000000
23, 0, person, 0.9698259830474854, 332.000000, -5.000000, 399.000000, 144.000000
23, 1, person, 0.9822914600372314, 0.000000, 402.000000, 190.000000, 717.000000
23, 2, person, 0.9839835166931152, 1096.000000, 3.000000, 1224.000000, 206.000000
24, 0, person, 0.9691767692565918, 332.000000, -5.000000, 399.000000, 143.000000
24, 1, person, 0.981508731842041, 0.000000, 402.000000, 191.000000, 717.000000
24, 2, person, 0.9862961769104004, 1097.000000, 2.000000, 1219.000000, 206.000000
25, 0, person, 0.9646322727203369, 333.000000, -5.000000, 400.000000, 152.000000
25, 1, person, 0.9814612865447998, 0.000000, 403.000000, 191.000000, 716.000000
25, 2, person, 0.9886074066162109, 1097.000000, 3.000000, 1221.000000, 207.000000
26, 0, person, 0.96612548828125, 334.000000, -4.000000, 400.000000, 151.000000
26, 1, person, 0.9812166690826416, 0.000000, 403.000000, 191.000000, 717.000000
26, 2, person, 0.9888491630554199, 1097.000000, 3.000000, 1223.000000, 207.000000
27, 0, person, 0.9554221630096436, 334.000000, -6.000000, 399.000000, 153.000000
27, 1, person, 0.9785060882568359, 0.000000, 403.000000, 191.000000, 718.000000
27, 2, person, 0.9915103912353516, 1099.000000, 3.000000, 1221.000000, 208.000000
28, 0, person, 0.9426662921905518, 335.000000, -6.000000, 399.000000, 150.000000
28, 1, person, 0.9824278354644775, 0.000000, 404.000000, 192.000000, 719.000000
28, 2, person, 0.9910244941711426, 1098.000000, 2.000000, 1234.000000, 208.000000
29, 0, person, 0.9407329559326172, 335.000000, -6.000000, 400.000000, 149.000000
29, 1, person, 0.98282790184021, 0.000000, 404.000000, 192.000000, 719.000000
29, 2, person, 0.9925308227539062, 1098.000000, 2.000000, 1237.000000, 208.000000
30, 0, person, 0.9104247093200684, 333.000000, -4.000000, 399.000000, 146.000000
30, 1, person, 0.9855680465698242, 0.000000, 404.000000, 192.000000, 719.000000
30, 2, person, 0.9924736022949219, 1099.000000, 2.000000, 1229.000000, 208.000000
31, 0, person, 0.8836245536804199, 329.000000, -5.000000, 398.000000, 147.000000
31, 1, person, 0.9875879287719727, 0.000000, 404.000000, 191.000000, 719.000000
31, 2, person, 0.9931361675262451, 1099.000000, 4.000000, 1232.000000, 207.000000
32, 0, person, 0.8911669254302979, 329.000000, -5.000000, 398.000000, 147.000000
32, 1, person, 0.9876453876495361, 0.000000, 404.000000, 191.000000, 719.000000
32, 2, person, 0.9931502342224121, 1099.000000, 3.000000, 1233.000000, 207.000000
33, 0, person, 0.9283394813537598, 329.000000, -6.000000, 400.000000, 149.000000
33, 1, person, 0.9865877628326416, 0.000000, 403.000000, 190.000000, 719.000000
33, 2, person, 0.9925227165222168, 1101.000000, 4.000000, 1229.000000, 207.000000
34, 0, person, 0.935082197189331, 329.000000, -6.000000, 400.000000, 149.000000
34, 1, person, 0.9870424270629883, 0.000000, 403.000000, 190.000000, 719.000000
34, 2, person, 0.9926731586456299, 1101.000000, 4.000000, 1228.000000, 207.000000
35, 0, person, 0.9698832035064697, 331.000000, -7.000000, 400.000000, 155.000000
35, 1, person, 0.9809808731079102, 0.000000, 402.000000, 190.000000, 719.000000
35, 2, person, 0.9913809299468994, 1101.000000, 3.000000, 1215.000000, 207.000000
36, 0, person, 0.9716372489929199, 331.000000, -7.000000, 400.000000, 155.000000
36, 1, person, 0.981071949005127, 0.000000, 402.000000, 190.000000, 719.000000
36, 2, person, 0.992316722869873, 1101.000000, 4.000000, 1213.000000, 206.000000
37, 0, person, 0.9716281890869141, 331.000000, -7.000000, 400.000000, 155.000000
37, 1, person, 0.98193359375, 0.000000, 401.000000, 190.000000, 719.000000
37, 2, person, 0.9927129745483398, 1100.000000, 5.000000, 1212.000000, 206.000000
38, 0, person, 0.9720613956451416, 331.000000, -7.000000, 400.000000, 155.000000
38, 1, person, 0.9820065498352051, 0.000000, 402.000000, 190.000000, 719.000000
38, 2, person, 0.9923996925354004, 1100.000000, 5.000000, 1212.000000, 206.000000
39, 0, person, 0.9727377891540527, 331.000000, -7.000000, 400.000000, 155.000000
39, 1, person, 0.9823267459869385, 0.000000, 402.000000, 190.000000, 719.000000
39, 2, person, 0.9924168586730957, 1100.000000, 5.000000, 1212.000000, 206.000000
40, 0, person, 0.9693856239318848, 332.000000, -8.000000, 400.000000, 154.000000
40, 1, person, 0.9838247299194336, 0.000000, 402.000000, 190.000000, 720.000000
40, 2, person, 0.9921338558197021, 1100.000000, 5.000000, 1213.000000, 206.000000
41, 0, person, 0.969454288482666, 331.000000, -7.000000, 400.000000, 154.000000
41, 1, person, 0.983475923538208, 0.000000, 401.000000, 191.000000, 720.000000
41, 2, person, 0.9924283027648926, 1100.000000, 5.000000, 1213.000000, 206.000000
42, 0, person, 0.9702348709106445, 331.000000, -7.000000, 399.000000, 154.000000
42, 1, person, 0.9845266342163086, 0.000000, 401.000000, 191.000000, 721.000000
42, 2, person, 0.9922821521759033, 1100.000000, 4.000000, 1213.000000, 206.000000
43, 0, person, 0.9688301086425781, 332.000000, -7.000000, 399.000000, 154.000000
43, 1, person, 0.9737884998321533, 0.000000, 401.000000, 191.000000, 720.000000
43, 2, person, 0.9907140731811523, 1101.000000, 5.000000, 1215.000000, 206.000000
44, 0, person, 0.9693207740783691, 332.000000, -7.000000, 399.000000, 154.000000
44, 1, person, 0.9744563102722168, 0.000000, 401.000000, 191.000000, 720.000000
44, 2, person, 0.9914555549621582, 1101.000000, 5.000000, 1216.000000, 206.000000
45, 0, person, 0.9684865474700928, 332.000000, -7.000000, 399.000000, 154.000000
45, 1, person, 0.9745931625366211, 0.000000, 401.000000, 191.000000, 720.000000
45, 2, person, 0.9916014671325684, 1101.000000, 5.000000, 1216.000000, 206.000000
46, 0, person, 0.9674499034881592, 332.000000, -8.000000, 398.000000, 155.000000
46, 1, person, 0.9792788028717041, 0.000000, 402.000000, 191.000000, 720.000000
46, 2, person, 0.9909820556640625, 1102.000000, 5.000000, 1215.000000, 206.000000
47, 0, person, 0.965735673904419, 333.000000, -8.000000, 398.000000, 155.000000
47, 1, person, 0.9753627777099609, 0.000000, 401.000000, 191.000000, 720.000000
47, 2, person, 0.9891502857208252, 1102.000000, 5.000000, 1215.000000, 206.000000
48, 0, person, 0.9624049663543701, 333.000000, -8.000000, 399.000000, 155.000000
48, 1, person, 0.9802255630493164, 0.000000, 401.000000, 192.000000, 719.000000
48, 2, person, 0.9900016784667969, 1102.000000, 5.000000, 1215.000000, 206.000000
49, 0, person, 0.9465489387512207, 331.000000, -6.000000, 397.000000, 155.000000
49, 1, person, 0.9802324771881104, 0.000000, 400.000000, 191.000000, 719.000000
49, 2, person, 0.989755392074585, 1102.000000, 5.000000, 1215.000000, 206.000000
50, 0, person, 0.9494113922119141, 330.000000, -7.000000, 397.000000, 155.000000
50, 1, person, 0.9787330627441406, 0.000000, 400.000000, 192.000000, 719.000000
50, 2, person, 0.9893360137939453, 1102.000000, 5.000000, 1215.000000, 207.000000
51, 0, person, 0.9527502059936523, 328.000000, -7.000000, 396.000000, 157.000000
51, 1, person, 0.9816005229949951, 0.000000, 400.000000, 192.000000, 719.000000
51, 2, person, 0.9894688129425049, 1102.000000, 5.000000, 1215.000000, 206.000000
52, 0, person, 0.9565949440002441, 328.000000, -8.000000, 396.000000, 157.000000
52, 1, person, 0.9814553260803223, 0.000000, 400.000000, 191.000000, 718.000000
52, 2, person, 0.9891705513000488, 1102.000000, 5.000000, 1215.000000, 206.000000
53, 0, person, 0.9605040550231934, 325.000000, -5.000000, 396.000000, 157.000000
53, 1, person, 0.9848403930664062, 0.000000, 400.000000, 191.000000, 719.000000
53, 2, person, 0.9898324012756348, 1102.000000, 5.000000, 1218.000000, 206.000000
54, 0, person, 0.9578051567077637, 320.000000, -4.000000, 396.000000, 157.000000
54, 1, person, 0.9830961227416992, 0.000000, 400.000000, 191.000000, 719.000000
54, 2, person, 0.990070104598999, 1101.000000, 6.000000, 1219.000000, 206.000000
55, 0, person, 0.9458811283111572, 317.000000, -4.000000, 395.000000, 158.000000
55, 1, person, 0.986046552658081, 0.000000, 401.000000, 191.000000, 718.000000
55, 2, person, 0.9901645183563232, 1101.000000, 6.000000, 1220.000000, 206.000000
56, 0, person, 0.9823298454284668, 313.000000, -2.000000, 397.000000, 158.000000
56, 1, person, 0.9858126640319824, 0.000000, 400.000000, 191.000000, 719.000000
56, 2, person, 0.9898629188537598, 1101.000000, 6.000000, 1220.000000, 206.000000
57, 0, person, 0.9795715808868408, 309.000000, -2.000000, 396.000000, 159.000000
57, 1, person, 0.9873833656311035, 0.000000, 401.000000, 191.000000, 719.000000
57, 2, person, 0.9909572601318359, 1101.000000, 6.000000, 1220.000000, 207.000000
58, 0, person, 0.9828047752380371, 308.000000, -1.000000, 397.000000, 160.000000
58, 1, person, 0.9869551658630371, 0.000000, 401.000000, 191.000000, 719.000000
58, 2, person, 0.9909224510192871, 1101.000000, 5.000000, 1221.000000, 207.000000
59, 0, person, 0.9761209487915039, 305.000000, -2.000000, 395.000000, 162.000000
59, 1, person, 0.9829111099243164, 0.000000, 401.000000, 191.000000, 719.000000
59, 2, person, 0.9906983375549316, 1101.000000, 5.000000, 1221.000000, 207.000000
60, 0, person, 0.9805905818939209, 304.000000, -2.000000, 396.000000, 162.000000
60, 1, person, 0.9837276935577393, 0.000000, 400.000000, 191.000000, 719.000000
60, 2, person, 0.9905300140380859, 1101.000000, 5.000000, 1221.000000, 207.000000
61, 0, person, 0.9761910438537598, 303.000000, -2.000000, 394.000000, 161.000000
61, 1, person, 0.9795985221862793, 0.000000, 400.000000, 191.000000, 719.000000
61, 2, person, 0.9922909736633301, 1101.000000, 6.000000, 1222.000000, 207.000000
62, 0, person, 0.9313225746154785, 303.000000, -1.000000, 387.000000, 159.000000
62, 1, person, 0.9675092697143555, 0.000000, 400.000000, 192.000000, 720.000000
62, 2, person, 0.9912257194519043, 1102.000000, 6.000000, 1222.000000, 207.000000
63, 0, person, 0.9694323539733887, 302.000000, 1.000000, 386.000000, 158.000000
63, 1, person, 0.9666142463684082, 0.000000, 400.000000, 193.000000, 720.000000
63, 2, person, 0.9915409088134766, 1102.000000, 6.000000, 1223.000000, 207.000000
64, 0, person, 0.9696524143218994, 302.000000, 1.000000, 386.000000, 158.000000
64, 1, person, 0.9665436744689941, 0.000000, 400.000000, 193.000000, 720.000000
64, 2, person, 0.9913899898529053, 1102.000000, 6.000000, 1222.000000, 207.000000
65, 0, person, 0.9691872596740723, 302.000000, 1.000000, 386.000000, 158.000000
65, 1, person, 0.9674444198608398, 0.000000, 400.000000, 193.000000, 719.000000
65, 2, person, 0.9914522171020508, 1102.000000, 6.000000, 1223.000000, 207.000000
66, 0, person, 0.9501643180847168, 301.000000, -1.000000, 377.000000, 163.000000
66, 1, person, 0.9681403636932373, 0.000000, 400.000000, 193.000000, 719.000000
66, 2, person, 0.9906220436096191, 1102.000000, 5.000000, 1223.000000, 207.000000
67, 0, person, 0.9754312038421631, 300.000000, 0.000000, 376.000000, 162.000000
67, 1, person, 0.9721219539642334, 0.000000, 400.000000, 193.000000, 719.000000
67, 2, person, 0.9910314083099365, 1102.000000, 5.000000, 1223.000000, 207.000000
68, 0, person, 0.9614171981811523, 305.000000, -5.000000, 371.000000, 165.000000
68, 1, person, 0.9686112403869629, 0.000000, 400.000000, 193.000000, 719.000000
68, 2, person, 0.9916887283325195, 1102.000000, 5.000000, 1224.000000, 207.000000
69, 0, person, 0.9372978210449219, 301.000000, -2.000000, 369.000000, 165.000000
69, 1, person, 0.9775094985961914, 0.000000, 402.000000, 193.000000, 719.000000
69, 2, person, 0.9932205677032471, 1101.000000, 5.000000, 1224.000000, 206.000000
70, 0, person, 0.9314005374908447, 298.000000, -2.000000, 370.000000, 168.000000
70, 1, person, 0.9785218238830566, 0.000000, 401.000000, 192.000000, 719.000000
70, 2, person, 0.992746114730835, 1100.000000, 5.000000, 1223.000000, 206.000000
71, 0, person, 0.9845888614654541, 296.000000, 0.000000, 374.000000, 167.000000
71, 1, person, 0.9840211868286133, 0.000000, 403.000000, 193.000000, 719.000000
71, 2, person, 0.9911017417907715, 1101.000000, 6.000000, 1222.000000, 207.000000
72, 0, person, 0.9866766929626465, 293.000000, 0.000000, 374.000000, 168.000000
72, 1, person, 0.9849538803100586, 0.000000, 403.000000, 192.000000, 719.000000
72, 2, person, 0.9929277896881104, 1100.000000, 5.000000, 1221.000000, 206.000000
73, 0, person, 0.9841015338897705, 292.000000, 0.000000, 374.000000, 168.000000
73, 1, person, 0.9840946197509766, 0.000000, 403.000000, 193.000000, 719.000000
73, 2, person, 0.9928927421569824, 1100.000000, 5.000000, 1221.000000, 207.000000
74, 0, person, 0.9870302677154541, 290.000000, 0.000000, 373.000000, 170.000000
74, 1, person, 0.9856419563293457, 0.000000, 404.000000, 193.000000, 718.000000
74, 2, person, 0.994020938873291, 1100.000000, 5.000000, 1222.000000, 206.000000
75, 0, person, 0.9820737838745117, 289.000000, 0.000000, 373.000000, 170.000000
75, 1, person, 0.9874594211578369, 0.000000, 403.000000, 192.000000, 718.000000
75, 2, person, 0.9943356513977051, 1100.000000, 5.000000, 1223.000000, 206.000000
76, 0, person, 0.9824042320251465, 289.000000, 0.000000, 373.000000, 170.000000
76, 1, person, 0.9873120784759521, 0.000000, 403.000000, 192.000000, 718.000000
76, 2, person, 0.9940762519836426, 1100.000000, 5.000000, 1223.000000, 206.000000
77, 0, person, 0.984161376953125, 287.000000, 0.000000, 372.000000, 170.000000
77, 1, person, 0.9871344566345215, 0.000000, 404.000000, 192.000000, 718.000000
77, 2, person, 0.9930095672607422, 1100.000000, 4.000000, 1222.000000, 205.000000
78, 0, person, 0.9867098331451416, 287.000000, 0.000000, 372.000000, 170.000000
78, 1, person, 0.9873101711273193, 0.000000, 403.000000, 192.000000, 718.000000
78, 2, person, 0.992682933807373, 1100.000000, 4.000000, 1222.000000, 205.000000
79, 0, person, 0.9857134819030762, 282.000000, 0.000000, 371.000000, 172.000000
79, 1, person, 0.985506534576416, 0.000000, 403.000000, 192.000000, 719.000000
79, 2, person, 0.9902505874633789, 1100.000000, 3.000000, 1221.000000, 205.000000
80, 0, person, 0.9917731285095215, 277.000000, 0.000000, 373.000000, 171.000000
80, 1, person, 0.9862270355224609, 0.000000, 404.000000, 191.000000, 719.000000
80, 2, person, 0.9916150569915771, 1101.000000, 4.000000, 1221.000000, 205.000000
81, 0, person, 0.9914698600769043, 275.000000, -2.000000, 374.000000, 172.000000
81, 1, person, 0.9864621162414551, 0.000000, 404.000000, 191.000000, 719.000000
81, 2, person, 0.9913041591644287, 1101.000000, 4.000000, 1221.000000, 205.000000
82, 0, person, 0.9906995296478271, 273.000000, -1.000000, 373.000000, 172.000000
82, 1, person, 0.9848861694335938, 0.000000, 404.000000, 192.000000, 719.000000
82, 2, person, 0.9915721416473389, 1101.000000, 3.000000, 1221.000000, 205.000000
83, 0, person, 0.994225263595581, 270.000000, -2.000000, 373.000000, 173.000000
83, 1, person, 0.9853851795196533, 0.000000, 403.000000, 192.000000, 718.000000
83, 2, person, 0.9923889636993408, 1102.000000, 3.000000, 1222.000000, 205.000000
84, 0, person, 0.9945113658905029, 269.000000, -2.000000, 373.000000, 173.000000
84, 1, person, 0.9856564998626709, 0.000000, 403.000000, 192.000000, 718.000000
84, 2, person, 0.9935858249664307, 1102.000000, 3.000000, 1223.000000, 205.000000
85, 0, person, 0.993441104888916, 266.000000, -2.000000, 372.000000, 174.000000
85, 1, person, 0.983393669128418, 0.000000, 403.000000, 192.000000, 717.000000
85, 2, person, 0.9937567710876465, 1102.000000, 3.000000, 1223.000000, 206.000000
86, 0, person, 0.9946103096008301, 266.000000, -2.000000, 372.000000, 174.000000
86, 1, person, 0.9829986095428467, 0.000000, 403.000000, 192.000000, 717.000000
86, 2, person, 0.9936246871948242, 1102.000000, 3.000000, 1223.000000, 206.000000
87, 0, person, 0.9952316284179688, 265.000000, -2.000000, 373.000000, 174.000000
87, 1, person, 0.9852566719055176, 0.000000, 403.000000, 192.000000, 718.000000
87, 2, person, 0.9938368797302246, 1102.000000, 3.000000, 1223.000000, 206.000000
88, 0, person, 0.9956459999084473, 264.000000, 0.000000, 377.000000, 174.000000
88, 1, person, 0.9851124286651611, 0.000000, 403.000000, 191.000000, 718.000000
88, 2, person, 0.9932591915130615, 1102.000000, 3.000000, 1223.000000, 206.000000
89, 0, person, 0.9941883087158203, 263.000000, -1.000000, 379.000000, 174.000000
89, 1, person, 0.9844002723693848, 0.000000, 402.000000, 190.000000, 718.000000
89, 2, person, 0.9935483932495117, 1102.000000, 3.000000, 1222.000000, 206.000000
90, 0, person, 0.9931275844573975, 263.000000, -1.000000, 379.000000, 174.000000
90, 1, person, 0.9849433898925781, 0.000000, 402.000000, 190.000000, 718.000000
90, 2, person, 0.9933743476867676, 1102.000000, 3.000000, 1222.000000, 206.000000
91, 0, person, 0.9955487251281738, 261.000000, -1.000000, 379.000000, 176.000000
91, 1, person, 0.9876973628997803, 0.000000, 404.000000, 189.000000, 718.000000
91, 2, person, 0.9929735660552979, 1102.000000, 4.000000, 1224.000000, 205.000000
92, 0, person, 0.9960131645202637, 260.000000, -2.000000, 381.000000, 177.000000
92, 1, person, 0.9869818687438965, 0.000000, 404.000000, 189.000000, 718.000000
92, 2, person, 0.9932334423065186, 1102.000000, 3.000000, 1225.000000, 205.000000
93, 0, person, 0.9959962368011475, 260.000000, -2.000000, 380.000000, 179.000000
93, 1, person, 0.9829800128936768, 0.000000, 403.000000, 190.000000, 718.000000
93, 2, person, 0.9943375587463379, 1102.000000, 4.000000, 1225.000000, 206.000000
94, 0, person, 0.9957160949707031, 259.000000, -2.000000, 380.000000, 179.000000
94, 1, person, 0.9843552112579346, 0.000000, 403.000000, 190.000000, 718.000000
94, 2, person, 0.9944517612457275, 1102.000000, 4.000000, 1225.000000, 206.000000
95, 0, person, 0.9963774681091309, 258.000000, -1.000000, 382.000000, 183.000000
95, 1, person, 0.9760749340057373, 0.000000, 404.000000, 190.000000, 718.000000
95, 2, person, 0.9905221462249756, 1103.000000, 5.000000, 1222.000000, 208.000000
96, 0, person, 0.9962222576141357, 257.000000, -1.000000, 382.000000, 186.000000
96, 1, person, 0.9612891674041748, 0.000000, 406.000000, 191.000000, 717.000000
96, 2, person, 0.9925651550292969, 1103.000000, 5.000000, 1221.000000, 207.000000
97, 0, person, 0.995711088180542, 257.000000, -1.000000, 382.000000, 187.000000
97, 1, person, 0.9614229202270508, 0.000000, 407.000000, 192.000000, 718.000000
97, 2, person, 0.993257999420166, 1103.000000, 5.000000, 1220.000000, 207.000000
98, 0, person, 0.9949390888214111, 257.000000, -1.000000, 379.000000, 190.000000
98, 1, person, 0.9679274559020996, 0.000000, 405.000000, 193.000000, 718.000000
98, 2, person, 0.9918713569641113, 1104.000000, 5.000000, 1220.000000, 207.000000
99, 0, person, 0.9955027103424072, 257.000000, -1.000000, 378.000000, 190.000000
99, 1, person, 0.968374490737915, 0.000000, 405.000000, 194.000000, 717.000000
99, 2, person, 0.991919755935669, 1104.000000, 5.000000, 1220.000000, 207.000000
100, 0, person, 0.9863333702087402, 257.000000, -1.000000, 367.000000, 203.000000
100, 1, person, 0.9632852077484131, 0.000000, 408.000000, 195.000000, 717.000000
100, 2, person, 0.9915695190429688, 1106.000000, 5.000000, 1222.000000, 206.000000
101, 0, person, 0.8554964065551758, 256.000000, -3.000000, 339.000000, 196.000000
101, 1, person, 0.9873507022857666, 0.000000, 407.000000, 194.000000, 718.000000
101, 2, person, 0.9936790466308594, 1106.000000, 4.000000, 1224.000000, 206.000000
102, 0, person, 0.8959512710571289, 257.000000, 0.000000, 336.000000, 193.000000
102, 1, person, 0.9870455265045166, 0.000000, 407.000000, 195.000000, 717.000000
102, 2, person, 0.9948396682739258, 1105.000000, 4.000000, 1225.000000, 206.000000
103, 0, person, 0.9276988506317139, 256.000000, -1.000000, 332.000000, 198.000000
103, 1, person, 0.9866628646850586, 0.000000, 406.000000, 194.000000, 718.000000
103, 2, person, 0.9886538982391357, 1109.000000, 4.000000, 1226.000000, 207.000000
104, 0, person, 0.9821248054504395, 252.000000, 2.000000, 331.000000, 192.000000
104, 1, person, 0.9841151237487793, 0.000000, 406.000000, 195.000000, 718.000000
104, 2, person, 0.9847135543823242, 1112.000000, 4.000000, 1226.000000, 208.000000
105, 0, person, 0.9825220108032227, 252.000000, 2.000000, 331.000000, 190.000000
105, 1, person, 0.9850854873657227, 0.000000, 406.000000, 195.000000, 718.000000
105, 2, person, 0.9915058612823486, 1112.000000, 4.000000, 1226.000000, 207.000000
106, 0, person, 0.9857406616210938, 250.000000, 2.000000, 330.000000, 189.000000
106, 1, person, 0.9936087131500244, 0.000000, 408.000000, 195.000000, 717.000000
106, 2, person, 0.9865996837615967, 1112.000000, 4.000000, 1229.000000, 207.000000
107, 0, person, 0.9824714660644531, 249.000000, 2.000000, 332.000000, 189.000000
107, 1, person, 0.9936513900756836, 0.000000, 407.000000, 195.000000, 718.000000
107, 2, person, 0.9856283664703369, 1113.000000, 4.000000, 1227.000000, 207.000000
108, 0, person, 0.9823088645935059, 246.000000, 1.000000, 332.000000, 190.000000
108, 1, person, 0.9945375919342041, 0.000000, 407.000000, 196.000000, 717.000000
108, 2, person, 0.9855046272277832, 1113.000000, 5.000000, 1225.000000, 207.000000
109, 0, person, 0.9809212684631348, 242.000000, 2.000000, 332.000000, 192.000000
109, 1, person, 0.9926385879516602, 0.000000, 408.000000, 196.000000, 717.000000
109, 2, person, 0.9816420078277588, 1114.000000, 13.000000, 1223.000000, 209.000000
110, 0, person, 0.9798471927642822, 241.000000, 3.000000, 333.000000, 193.000000
110, 1, person, 0.9927525520324707, 0.000000, 407.000000, 196.000000, 717.000000
110, 2, person, 0.9813442230224609, 1114.000000, 13.000000, 1223.000000, 208.000000
111, 0, person, 0.9870567321777344, 238.000000, 3.000000, 334.000000, 192.000000
111, 1, person, 0.9929261207580566, 0.000000, 405.000000, 195.000000, 718.000000
111, 2, person, 0.9012904167175293, 1115.000000, 20.000000, 1206.000000, 208.000000
112, 0, person, 0.9897785186767578, 236.000000, 3.000000, 336.000000, 192.000000
112, 1, person, 0.9926769733428955, 0.000000, 404.000000, 195.000000, 718.000000
